iter	Passed	Remaining
1669	30670	24425
1670	30683	24403
1671	30695	24380
1672	30709	24358
1673	30724	24337
1674	30738	24315
1675	30750	24291
1676	30766	24271
1677	30779	24249
1678	30792	24226
1679	30806	24204
1680	30818	24181
1681	30832	24160
1682	30846	24138
1683	30861	24117
1684	30874	24094
1685	30886	24071
1686	30902	24051
1687	30920	24032
1688	30937	24014
1689	30953	23993
1690	30966	23971
1691	30978	23948
1692	30992	23925
1693	31004	23903
1694	31018	23881
1695	31031	23858
1696	31043	23835
1697	31055	23812
1698	31067	23789
1699	31079	23766
1700	31092	23744
1701	31108	23724
1702	31122	23702
1703	31136	23681
1704	31150	23659
1705	31164	23638
1706	31178	23617
1707	31192	23595
1708	31206	23573
1709	31220	23552
1710	31233	23530
1711	31246	23507
1712	31258	23485
1713	31270	23462
1714	31285	23441
1715	31299	23419
1716	31311	23397
1717	31324	23375
1718	31337	23352
1719	31350	23330
1720	31363	23308
1721	31376	23286
1722	31389	23264
1723	31405	23244
1724	31417	23221
1725	31430	23199
1726	31444	23178
1727	31459	23157
1728	31473	23136
1729	31486	23114
1730	31501	23093
1731	31518	23075
1732	31533	23054
1733	31547	23033
1734	31562	23012
1735	31579	22993
1736	31592	22971
1737	31609	22952
1738	31626	22933
1739	31642	22913
1740	31656	22892
1741	31670	22871
1742	31684	22849
1743	31697	22828
1744	31710	22805
1745	31724	22784
1746	31737	22763
1747	31751	22741
1748	31765	22720
1749	31778	22699
1750	31791	22677
1751	31804	22655
1752	31821	22636
1753	31837	22616
1754	31851	22595
1755	31865	22574
1756	31879	22553
1757	31893	22532
1758	31905	22510
1759	31920	22489
1760	31934	22468
1761	31947	22446
1762	31961	22425
1763	31976	22405
1764	31990	22384
1765	32006	22364
1766	32022	22345
1767	32035	22323
1768	32049	22302
1769	32063	22281
1770	32080	22262
1771	32096	22242
1772	32109	22221
1773	32125	22201
1774	32139	22180
1775	32153	22160
1776	32168	22139
1777	32185	22120
1778	32279	22154
1779	32306	22142
1780	32332	22129
1781	32353	22113
1782	32371	22095
1783	32388	22076
1784	32402	22055
1785	32417	22035
1786	32432	22015
1787	32447	21994
1788	32465	21976
1789	32481	21956
1790	32496	21936
1791	32511	21915
1792	32524	21894
1793	32538	21873
1794	32553	21853
1795	32567	21832
1796	32580	21810
1797	32595	21790
1798	32608	21769
1799	32621	21747
1800	32636	21727
1801	32650	21706
1802	32663	21685
1803	32680	21665
1804	32693	21645
1805	32707	21624
1806	32722	21603
1807	32735	21582
1808	32748	21560
1809	32761	21539
1810	32775	21518
1811	32789	21497
1812	32802	21476
1813	32817	21456
1814	32832	21436
1815	32845	21414
1816	32858	21393
1817	32871	21371
1818	32885	21351
1819	32898	21330
1820	32917	21312
1821	32931	21291
1822	32944	21270
1823	32959	21249
1824	32971	21228
1825	32986	21208
1826	32999	21186
1827	33012	21165
1828	33026	21144
1829	33039	21123
1830	33052	21102
1831	33065	21081
1832	33079	21060
1833	33093	21039
1834	33106	21018
1835	33121	20998
1836	33135	20977
1837	33148	20956
1838	33161	20935
1839	33173	20913
1840	33186	20892
1841	33199	20871
1842	33214	20851
1843	33228	20830
1844	33242	20810
1845	33257	20790
1846	33271	20769
1847	33283	20748
1848	33297	20727
1849	33311	20707
1850	33326	20687
1851	33342	20667
1852	33358	20648
1853	33373	20629
1854	33389	20609
1855	33404	20589
1856	33425	20573
1857	33440	20553
1858	33455	20533
1859	33469	20513
1860	33482	20492
1861	33495	20471
1862	33508	20450
1863	33526	20432
1864	33541	20412
1865	33554	20391
1866	33566	20370
1867	33578	20348
1868	33594	20329
1869	33608	20308
1870	33621	20287
1871	33634	20266
1872	33648	20246
1873	33663	20226
1874	33679	20207
1875	33696	20189
1876	33713	20170
1877	33727	20150
1878	33743	20131
1879	33759	20112
1880	33773	20092
1881	33788	20072
1882	33804	20053
1883	33822	20035
1884	33838	20015
1885	33855	19997
1886	33871	19978
1887	33884	19957
1888	33897	19936
1889	33910	19915
1890	33923	19894
1891	33936	19874
1892	33953	19855
1893	33968	19835
1894	33985	19817
1895	34003	19799
1896	34019	19780
1897	34038	19763
1898	34055	19744
1899	34080	19730
1900	34098	19712
1901	34116	19695
1902	34133	19676
1903	34147	19656
1904	34160	19635
1905	34173	19614
1906	34186	19594
1907	34200	19573
1908	34213	19553
1909	34228	19533
1910	34241	19512
1911	34254	19492
1912	34270	19473
1913	34284	19452
1914	34297	19432
1915	34313	19413
1916	34328	19393
1917	34344	19374
1918	34365	19358
1919	34382	19339
1920	34400	19322
1921	34418	19304
1922	34435	19286
1923	34451	19267
1924	34466	19247
1925	34481	19227
1926	34497	19208
1927	34513	19190
1928	34531	19172
1929	34553	19156
1930	34569	19137
1931	34585	19118
1932	34601	19099
1933	34619	19081
1934	34640	19065
1935	34659	19048
1936	34680	19032
1937	34695	19012
1938	34715	18996
1939	34732	18977
1940	34750	18959
1941	34768	18941
1942	34786	18923
1943	34805	18906
1944	34821	18887
1945	34837	18868
1946	34854	18850
1947	34873	18832
1948	34889	18814
1949	34906	18795
1950	34921	18776
1951	34935	18756
1952	34950	18736
1953	34964	18717
1954	34979	18697
1955	34994	18678
1956	35011	18659
1957	35032	18643
1958	35046	18623
1959	35060	18603
1960	35076	18584
1961	35093	18566
1962	35109	18547
1963	35124	18527
1964	35139	18508
1965	35154	18488
1966	35172	18471
1967	35186	18451
1968	35199	18431
1969	35214	18411
1970	35228	18391
1971	35240	18371
1972	35253	18350
1973	35266	18329
1974	35281	18310
1975	35298	18292
1976	35315	18274
1977	35335	18257
1978	35350	18238
1979	35378	18225
1980	35397	18207
1981	35415	18190
1982	35428	18169
1983	35444	18151
1984	35457	18130
1985	35472	18111
1986	35488	18092
1987	35502	18072
1988	35517	18053
1989	35531	18033
1990	35545	18013
1991	35560	17994
1992	35575	17974
1993	35589	17955
1994	35604	17936
1995	35620	17917
1996	35638	17899
1997	35654	17880
1998	35669	17861
1999	35682	17841
2000	35696	17821
2001	35710	17801
2002	35724	17781
2003	35738	17762
2004	35751	17742
2005	35767	17723
2006	35782	17703
2007	35795	17683
2008	35808	17663
2009	35822	17643
2010	35835	17623
2011	35849	17604
2012	35862	17584
2013	35877	17564
2014	35893	17545
2015	35910	17527
2016	35930	17510
2017	35945	17491
2018	35960	17472
2019	35978	17454
2020	35994	17436
2021	36010	17417
2022	36029	17400
2023	36047	17382
2024	36063	17363
2025	36078	17344
2026	36095	17326
2027	36113	17308
2028	36131	17291
2029	36154	17275
2030	36196	17269
2031	36223	17256
2032	36257	17245
2033	36277	17229
2034	36299	17213
2035	36315	17194
2036	36330	17175
2037	36344	17155
2038	36359	17136
2039	36376	17118
2040	36391	17099
2041	36406	17079
2042	36422	17061
2043	36437	17042
2044	36453	17023
2045	36471	17005
2046	36485	16986
2047	36500	16967
2048	36515	16947
2049	36529	16928
2050	36544	16909
2051	36558	16889
2052	36572	16870
2053	36588	16851
2054	36602	16832
2055	36620	16814
2056	36636	16795
2057	36651	16776
2058	36666	16757
2059	36686	16740
2060	36700	16720
2061	36717	16702
2062	36730	16682
2063	36744	16663
2064	36760	16644
2065	36778	16626
2066	36792	16607
2067	36807	16588
2068	36821	16568
2069	36837	16550
2070	36855	16532
2071	36876	16516
2072	36891	16497
2073	36908	16478
2074	36924	16460
2075	36938	16441
2076	36954	16422
2077	36969	16403
2078	36988	16385
2079	37004	16367
2080	37021	16349
2081	37038	16331
2082	37056	16313
2083	37070	16294
2084	37088	16276
2085	37104	16257
2086	37121	16239
2087	37137	16221
2088	37154	16202
2089	37173	16185
2090	37191	16167
2091	37207	16149
2092	37224	16131
2093	37240	16112
2094	37258	16094
2095	37273	16076
2096	37292	16058
2097	37312	16041
2098	37331	16024
2099	37349	16006
2100	37366	15988
2101	37382	15970
2102	37398	15951
2103	37413	15932
2104	37428	15913
2105	37442	15894
2106	37458	15875
2107	37475	15857
2108	37493	15839
2109	37507	15820
2110	37527	15803
2111	37542	15784
2112	37558	15766
2113	37572	15746
2114	37585	15727
2115	37598	15707
2116	37611	15687
2117	37625	15668
2118	37638	15648
2119	37651	15629
2120	37664	15609
2121	37679	15590
2122	37693	15571
2123	37707	15551
2124	37726	15534
2125	37740	15515
2126	37754	15495
2127	37770	15477
2128	37784	15458
2129	37799	15439
2130	37819	15422
2131	37839	15405
2132	37856	15387
2133	37871	15368
2134	37884	15348
2135	37896	15329
2136	37909	15309
2137	37922	15289
2138	37935	15270
2139	37950	15251
2140	37964	15231
2141	37981	15213
2142	37993	15194
2143	38006	15174
2144	38018	15154
2145	38031	15134
2146	38045	15115
2147	38058	15095
2148	38071	15076
2149	38084	15056
2150	38099	15037
2151	38112	15018
2152	38124	14998
2153	38137	14978
2154	38152	14960
2155	38166	14940
2156	38179	14921
2157	38192	14901
2158	38209	14884
2159	38222	14864
2160	38235	14844
2161	38250	14825
2162	38263	14806
2163	38275	14786
2164	38287	14766
2165	38301	14747
2166	38313	14727
2167	38327	14708
2168	38340	14689
2169	38355	14670
2170	38368	14651
2171	38381	14631
2172	38397	14613
2173	38410	14593
2174	38426	14575
2175	38439	14556
2176	38452	14536
2177	38465	14517
2178	38482	14499
2179	38495	14480
2180	38510	14461
2181	38523	14441
2182	38535	14422
2183	38547	14402
2184	38559	14382
2185	38572	14363
2186	38585	14343
2187	38603	14326
2188	38618	14307
2189	38631	14288
2190	38645	14269
2191	38658	14250
2192	38671	14230
2193	38683	14211
2194	38697	14192
2195	38710	14172
2196	38727	14154
2197	38740	14135
2198	38753	14116
2199	38766	14096
2200	38779	14077
2201	38792	14058
2202	38807	14039
2203	38821	14020
2204	38838	14002
2205	38855	13985
2206	38870	13966
2207	38884	13947
2208	38899	13929
2209	38912	13909
2210	38925	13890
2211	38937	13871
2212	38950	13851
2213	38962	13832
2214	38974	13812
2215	38987	13793
2216	39001	13774
2217	39014	13755
2218	39028	13736
2219	39042	13717
2220	39055	13698
2221	39069	13679
2222	39085	13661
2223	39098	13642
2224	39114	13624
2225	39127	13605
2226	39140	13585
2227	39154	13566
2228	39166	13547
2229	39179	13528
2230	39192	13509
2231	39206	13490
2232	39218	13471
2233	39232	13452
2234	39245	13433
2235	39259	13414
2236	39273	13395
2237	39288	13377
2238	39301	13357
2239	39314	13338
2240	39328	13320
2241	39344	13301
2242	39358	13283
2243	39372	13264
2244	39386	13245
2245	39400	13226
2246	39417	13209
2247	39432	13191
2248	39447	13172
2249	39462	13154
2250	39480	13136
2251	39496	13118
2252	39511	13100
2253	39525	13081
2254	39540	13063
2255	39555	13044
2256	39571	13026
2257	39585	13008
2258	39599	12989
2259	39612	12970
2260	39626	12951
2261	39640	12933
2262	39655	12914
2263	39670	12896
2264	39684	12877
2265	39699	12859
2266	39715	12841
2267	39732	12823
2268	39747	12805
2269	39763	12787
2270	39778	12769
2271	39796	12751
2272	39810	12733
2273	39828	12715
2274	39842	12697
2275	39855	12678
2276	39871	12660
2277	39885	12641
2278	39901	12623
2279	39920	12606
2280	39940	12589
2281	39958	12572
2282	39976	12555
2283	39990	12536
2284	40005	12517
2285	40020	12499
2286	40035	12481
2287	40052	12463
2288	40067	12445
2289	40083	12427
2290	40100	12409
2291	40118	12392
2292	40133	12374
2293	40150	12356
2294	40164	12338
2295	40179	12319
2296	40192	12301
2297	40206	12282
2298	40222	12264
2299	40235	12245
2300	40249	12226
2301	40262	12208
2302	40275	12189
2303	40288	12170
2304	40306	12153
2305	40322	12135
2306	40338	12117
2307	40351	12098
2308	40365	12079
2309	40378	12061
2310	40392	12042
2311	40405	12023
2312	40420	12005
2313	40433	11986
2314	40447	11968
2315	40459	11949
2316	40472	11930
2317	40484	11911
2318	40497	11892
2319	40509	11873
2320	40525	11855
2321	40537	11836
2322	40550	11817
2323	40563	11799
2324	40577	11780
2325	40590	11761
2326	40603	11743
2327	40615	11724
2328	40628	11705
2329	40640	11686
2330	40653	11667
2331	40665	11648
2332	40680	11630
2333	40692	11611
2334	40708	11593
2335	40721	11575
2336	40734	11556
2337	40745	11537
2338	40757	11518
2339	40771	11499
2340	40784	11481
2341	40798	11462
2342	40810	11443
2343	40823	11425
2344	40836	11406
2345	40852	11388
2346	40865	11369
2347	40878	11351
2348	40891	11332
2349	40904	11313
2350	40916	11295
2351	40928	11276
2352	40944	11258
2353	40960	11240
2354	40974	11222
2355	40987	11203
2356	41005	11186
2357	41019	11168
2358	41033	11149
2359	41047	11131
2360	41060	11112
2361	41074	11094
2362	41087	11076
2363	41101	11057
2364	41113	11038
2365	41128	11020
2366	41143	11002
2367	41156	10984
2368	41169	10965
2369	41182	10947
2370	41194	10928
2371	41207	10910
2372	41220	10891
2373	41233	10872
2374	41246	10854
2375	41258	10835
2376	41270	10816
2377	41283	10798
2378	41296	10779
2379	41309	10761
2380	41323	10743
2381	41337	10724
2382	41350	10706
2383	41363	10687
2384	41376	10669
2385	41391	10651
2386	41404	10633
2387	41420	10615
2388	41433	10596
2389	41446	10578
2390	41458	10559
2391	41471	10541
2392	41484	10522
2393	41497	10504
2394	41511	10486
2395	41526	10468
2396	41538	10449
2397	41550	10431
2398	41562	10412
2399	41577	10394
2400	41590	10376
2401	41603	10357
2402	41617	10339
2403	41631	10321
2404	41645	10303
2405	41659	10285
2406	41671	10266
2407	41686	10248
2408	41698	10230
2409	41712	10211
2410	41726	10193
2411	41740	10175
2412	41755	10157
2413	41769	10139
2414	41785	10121
2415	41799	10103
2416	41813	10085
2417	41828	10067
2418	41842	10049
2419	41859	10032
2420	41876	10015
2421	41891	9997
2422	41906	9979
2423	41920	9961
2424	41934	9943
2425	41949	9925
2426	41964	9907
2427	41980	9890
2428	41995	9872
2429	42009	9854
2430	42023	9836
2431	42040	9818
2432	42054	9800
2433	42069	9782
2434	42084	9765
2435	42099	9747
2436	42114	9729
2437	42130	9711
2438	42146	9694
2439	42161	9676
2440	42175	9658
2441	42189	9640
2442	42206	9623
2443	42224	9605
2444	42239	9588
2445	42256	9570
2446	42268	9552
2447	42284	9534
2448	42300	9517
2449	42314	9499
2450	42328	9481
2451	42340	9462
2452	42354	9444
2453	42371	9427
2454	42385	9409
2455	42398	9391
2456	42411	9373
2457	42424	9354
2458	42439	9337
2459	42453	9319
2460	42470	9301
2461	42487	9284
2462	42501	9266
2463	42514	9248
2464	42526	9229
2465	42538	9211
2466	42551	9193
2467	42564	9175
2468	42576	9156
2469	42589	9138
2470	42601	9120
2471	42614	9102
2472	42626	9083
2473	42639	9065
2474	42653	9047
2475	42667	9029
2476	42681	9011
2477	42693	8993
2478	42709	8975
2479	42733	8960
2480	42747	8942
2481	42761	8924
2482	42788	8909
2483	42803	8891
2484	42827	8875
2485	42842	8858
2486	42856	8840
2487	42870	8822
2488	42884	8804
2489	42898	8786
2490	42912	8768
2491	42925	8750
2492	42943	8733
2493	42955	8715
2494	42968	8697
2495	42981	8678
2496	42994	8660
2497	43011	8643
2498	43024	8625
2499	43040	8608
2500	43053	8590
2501	43066	8571
2502	43080	8554
2503	43092	8535
2504	43105	8517
2505	43118	8499
2506	43134	8482
2507	43149	8464
2508	43163	8446
2509	43177	8429
2510	43194	8411
2511	43207	8393
2512	43221	8375
2513	43234	8357
2514	43246	8339
2515	43262	8322
2516	43274	8304
2517	43289	8286
2518	43302	8268
2519	43315	8250
2520	43328	8232
2521	43342	8214
2522	43356	8197
2523	43369	8179
2524	43381	8160
2525	43394	8142
2526	43406	8124
2527	43430	8108
2528	43447	8091
2529	43460	8073
2530	43474	8055
2531	43498	8040
2532	43515	8022
2533	43532	8005
2534	43548	7988
2535	43562	7970
2536	43576	7952
2537	43590	7934
2538	43603	7917
2539	43618	7899
2540	43632	7881
2541	43645	7863
2542	43658	7845
2543	43671	7827
2544	43684	7809
2545	43695	7791
2546	43708	7773
2547	43721	7755
2548	43734	7737
2549	43746	7720
2550	43759	7702
2551	43777	7685
2552	43792	7667
2553	43804	7649
2554	43817	7631
2555	43830	7613
2556	43843	7595
2557	43861	7578
2558	43873	7560
2559	43886	7542
2560	43898	7524
2561	43910	7507
2562	43923	7489
2563	43937	7471
2564	43951	7453
2565	43965	7436
2566	43979	7418
2567	43991	7400
2568	44003	7382
2569	44016	7364
2570	44030	7346
2571	44042	7329
2572	44055	7311
2573	44067	7293
2574	44080	7275
2575	44093	7257
2576	44107	7239
2577	44120	7222
2578	44134	7204
2579	44148	7186
2580	44161	7169
2581	44176	7151
2582	44190	7134
2583	44208	7117
2584	44222	7099
2585	44237	7082
2586	44251	7064
2587	44265	7046
2588	44280	7029
2589	44295	7012
2590	44311	6994
2591	44329	6977
2592	44347	6960
2593	44365	6943
2594	44379	6926
2595	44393	6908
2596	44412	6891
2597	44428	6874
2598	44442	6857
2599	44460	6840
2600	44474	6822
2601	44487	6804
2602	44504	6787
2603	44519	6770
2604	44534	6752
2605	44550	6735
2606	44564	6718
2607	44580	6700
2608	44596	6683
2609	44609	6665
2610	44622	6648
2611	44637	6630
2612	44651	6613
2613	44666	6595
2614	44682	6578
2615	44697	6561
2616	44712	6543
2617	44730	6526
2618	44746	6509
2619	44766	6492
2620	44783	6475
2621	44803	6459
2622	44818	6441
2623	44833	6424
2624	44849	6407
2625	44861	6389
2626	44874	6371
2627	44888	6354
2628	44904	6336
2629	44916	6319
2630	44930	6301
2631	44943	6283
2632	44956	6266
2633	44968	6248
2634	44982	6230
2635	44997	6213
2636	45025	6198
2637	45038	6180
2638	45056	6163
2639	45069	6145
2640	45085	6128
2641	45100	6111
2642	45112	6093
2643	45125	6075
2644	45148	6059
2645	45182	6044
2646	45208	6028
2647	45230	6012
2648	45246	5995
2649	45265	5978
2650	45281	5961
2651	45299	5944
2652	45317	5927
2653	45332	5909
2654	45347	5892
2655	45362	5875
2656	45377	5857
2657	45394	5840
2658	45409	5823
2659	45425	5806
2660	45438	5788
2661	45454	5771
2662	45470	5754
2663	45490	5737
2664	45507	5720
2665	45522	5703
2666	45539	5685
2667	45555	5668
2668	45575	5652
2669	45594	5635
2670	45610	5618
2671	45627	5600
2672	45641	5583
2673	45655	5566
2674	45670	5548
2675	45684	5531
2676	45699	5513
2677	45713	5496
2678	45727	5479
2679	45741	5461
2680	45756	5444
2681	45771	5427
2682	45786	5409
2683	45799	5392
2684	45815	5374
2685	45836	5358
2686	45850	5341
2687	45866	5323
2688	45881	5306
2689	45902	5289
2690	45965	5278
2691	45991	5262
2692	46012	5245
2693	46032	5228
2694	46047	5211
2695	46060	5193
2696	46074	5176
2697	46087	5158
2698	46099	5141
2699	46112	5123
2700	46125	5106
2701	46140	5088
2702	46154	5071
2703	46171	5054
2704	46185	5036
2705	46212	5020
2706	46232	5004
2707	46246	4986
2708	46263	4969
2709	46282	4952
2710	46299	4935
2711	46316	4918
2712	46331	4901
2713	46346	4883
2714	46360	4866
2715	46374	4849
2716	46390	4831
2717	46404	4814
2718	46422	4797
2719	46438	4780
2720	46454	4763
2721	46471	4746
2722	46489	4729
2723	46504	4711
2724	46519	4694
2725	46537	4677
2726	46553	4660
2727	46570	4643
2728	46586	4626
2729	46605	4609
2730	46621	4592
2731	46641	4575
2732	46658	4558
2733	46674	4541
2734	46690	4523
2735	46708	4506
2736	46725	4489
2737	46742	4472
2738	46759	4455
2739	46775	4438
2740	46792	4421
2741	46808	4404
2742	46825	4387
2743	46846	4370
2744	46862	4353
2745	46877	4336
2746	46896	4319
2747	46914	4302
2748	46932	4285
2749	46962	4269
2750	46981	4252
2751	46999	4235
2752	47018	4218
2753	47039	4201
2754	47063	4185
2755	47084	4168
2756	47112	4152
2757	47133	4135
2758	47154	4119
2759	47180	4102
2760	47201	4085
2761	47221	4069
2762	47243	4052
2763	47265	4035
2764	47289	4019
2765	47308	4002
2766	47327	3985
2767	47348	3968
2768	47367	3951
2769	47386	3934
2770	47404	3917
2771	47425	3900
2772	47440	3883
2773	47456	3866
2774	47470	3848
2775	47484	3831
2776	47498	3814
2777	47513	3796
2778	47529	3779
2779	47544	3762
2780	47559	3745
2781	47575	3728
2782	47595	3711
2783	47612	3694
2784	47625	3676
2785	47640	3659
2786	47653	3641
2787	47667	3624
2788	47683	3607
2789	47699	3590
2790	47717	3573
2791	47735	3556
2792	47752	3539
2793	47772	3522
2794	47795	3505
2795	47812	3488
2796	47832	3471
2797	47850	3454
2798	47866	3437
2799	47886	3420
2800	47905	3403
2801	47924	3386
2802	47941	3369
2803	47962	3352
2804	47985	3335
2805	48004	3318
2806	48030	3302
2807	48051	3285
2808	48075	3268
2809	48093	3251
2810	48114	3235
2811	48131	3217
2812	48149	3200
2813	48167	3183
2814	48186	3166
2815	48204	3149
2816	48222	3132
2817	48240	3115
2818	48257	3098
2819	48274	3081
2820	48303	3064
2821	48330	3048
2822	48354	3031
2823	48373	3014
2824	48396	2998
2825	48418	2981
2826	48506	2968
2827	48549	2952
2828	48585	2936
2829	48602	2919
2830	48622	2902
2831	48641	2885
2832	48658	2868
2833	48673	2851
2834	48695	2834
2835	48712	2816
2836	48730	2799
2837	48750	2782
2838	48770	2765
2839	48788	2748
2840	48806	2731
2841	48823	2714
2842	48840	2697
2843	48856	2679
2844	48871	2662
2845	48889	2645
2846	48907	2628
2847	48935	2611
2848	48954	2594
2849	48971	2577
2850	48987	2560
2851	49004	2543
2852	49020	2525
2853	49036	2508
2854	49052	2491
2855	49069	2474
2856	49086	2456
2857	49105	2439
2858	49121	2422
2859	49139	2405
2860	49156	2388
2861	49174	2371
2862	49196	2354
2863	49215	2337
2864	49234	2319
2865	49254	2302
2866	49276	2285
2867	49329	2270
2868	49349	2253
2869	49375	2236
2870	49395	2219
2871	49416	2202
2872	49438	2185
2873	49462	2168
2874	49482	2151
2875	49508	2134
2876	49533	2117
2877	49558	2100
2878	49580	2083
2879	49599	2066
2880	49618	2049
2881	49636	2032
2882	49658	2015
2883	49681	1998
2884	49700	1981
2885	49721	1964
2886	49740	1946
2887	49759	1929
2888	49779	1912
2889	49797	1895
2890	49813	1878
2891	49837	1861
2892	49853	1843
2893	49869	1826
2894	49883	1809
2895	49898	1791
2896	49914	1774
2897	49927	1757
2898	49941	1739
2899	49957	1722
2900	49973	1705
2901	49986	1688
2902	50000	1670
2903	50014	1653
2904	50028	1636
2905	50041	1618
2906	50057	1601
2907	50070	1584
2908	50086	1566
2909	50103	1549
2910	50119	1532
2911	50135	1515
2912	50151	1497
2913	50166	1480
2914	50197	1463
2915	50215	1446
2916	50233	1429
2917	50270	1412
2918	50306	1395
2919	50330	1378
2920	50346	1361
2921	50369	1344
2922	50385	1327
2923	50403	1310
2924	50418	1292
2925	50435	1275
2926	50450	1258
2927	50466	1240
2928	50484	1223
2929	50505	1206
2930	50519	1189
2931	50535	1172
2932	50554	1154
2933	50569	1137
2934	50585	1120
2935	50602	1103
2936	50619	1085
2937	50636	1068
2938	50654	1051
2939	50674	1034
2940	50691	1016
2941	50712	999
2942	50728	982
2943	50746	965
2944	50760	947
2945	50774	930
2946	50788	913
2947	50803	896
2948	50817	878
2949	50831	861
2950	50846	844
2951	50861	827
2952	50877	809
2953	50893	792
2954	50909	775
2955	50924	758
2956	50941	740
2957	50964	723
2958	50980	706
2959	50997	689
2960	51011	671
2961	51028	654
2962	51042	637
2963	51056	620
2964	51070	602
2965	51085	585
2966	51099	568
2967	51113	551
2968	51127	533
2969	51142	516
2970	51156	499
2971	51172	482
2972	51185	464
2973	51199	447
2974	51214	430
2975	51228	413
2976	51243	395
2977	51258	378
2978	51273	361
2979	51289	344
2980	51304	327
2981	51326	309
2982	51344	292
2983	51362	275
2984	51379	258
2985	51398	240
2986	51413	223
2987	51442	206
2988	51459	189
2989	51480	172
2990	51495	154
2991	51516	137
2992	51531	120
2993	51547	103
2994	51567	86
2995	51581	68
2996	51599	51
2997	51622	34
2998	51646	17
2999	51668	0
