iter	Passed	Remaining
299	5230	47073
300	5245	47036
301	5259	46985
302	5273	46940
303	5287	46891
304	5302	46852
305	5317	46810
306	5331	46765
307	5345	46722
308	5360	46683
309	5373	46627
310	5386	46576
311	5400	46529
312	5415	46491
313	5429	46447
314	5442	46394
315	5459	46372
316	5475	46340
317	5488	46291
318	5502	46242
319	5516	46201
320	5531	46165
321	5545	46120
322	5559	46078
323	5573	46029
324	5586	45981
325	5600	45937
326	5615	45900
327	5628	45852
328	5642	45809
329	5656	45765
330	5669	45719
331	5684	45679
332	5698	45635
333	5714	45609
334	5728	45572
335	5744	45548
336	5758	45507
337	5772	45465
338	5790	45455
339	5804	45409
340	5818	45369
341	5836	45358
342	5852	45337
343	5866	45297
344	5880	45251
345	5893	45204
346	5906	45156
347	5936	45243
348	5951	45211
349	5972	45217
350	5993	45230
351	6013	45235
352	6034	45247
353	6053	45248
354	6075	45263
355	6099	45299
356	6115	45272
357	6133	45267
358	6158	45302
359	6178	45312
360	6198	45314
361	6217	45311
362	6258	45462
363	6295	45586
364	6315	45592
365	6337	45610
366	6368	45688
367	6389	45700
368	6418	45761
369	6453	45870
370	6485	45956
371	6508	45981
372	6530	45996
373	6553	46016
374	6577	46040
375	6606	46103
376	6631	46137
377	6657	46181
378	6686	46243
379	6707	46248
380	6726	46241
381	6749	46259
382	6783	46352
383	6813	46414
384	6838	46451
385	6861	46469
386	6888	46513
387	6929	46650
388	6960	46719
389	7013	46938
390	7050	47042
391	7075	47074
392	7115	47200
393	7138	47217
394	7158	47213
395	7186	47256
396	7225	47376
397	7263	47486
398	7290	47525
399	7317	47561
400	7338	47563
401	7357	47549
402	7379	47555
403	7399	47550
404	7423	47562
405	7447	47581
406	7468	47582
407	7491	47589
408	7513	47596
409	7536	47609
410	7566	47664
411	7599	47739
412	7629	47790
413	7659	47843
414	7706	48001
415	7731	48023
416	7759	48062
417	7784	48083
418	7805	48083
419	7832	48113
420	7859	48147
421	7884	48164
422	7906	48167
423	7945	48270
424	7970	48289
425	7995	48310
426	8019	48322
427	8043	48334
428	8062	48317
429	8081	48299
430	8107	48325
431	8123	48291
432	8141	48265
433	8158	48234
434	8174	48204
435	8194	48188
436	8211	48162
437	8230	48144
438	8249	48127
439	8267	48100
440	8285	48081
441	8313	48113
442	8329	48078
443	8346	48051
444	8365	48030
445	8383	48010
446	8405	48005
447	8425	47995
448	8442	47967
449	8462	47954
450	8480	47931
451	8495	47891
452	8513	47869
453	8531	47843
454	8546	47802
455	8561	47763
456	8578	47734
457	8596	47711
458	8616	47703
459	8634	47678
460	8650	47644
461	8665	47604
462	8682	47577
463	8704	47573
464	8719	47535
465	8735	47499
466	8749	47459
467	8767	47434
468	8784	47406
469	8799	47369
470	8814	47331
471	8830	47294
472	8847	47268
473	8861	47224
474	8877	47193
475	8893	47155
476	8907	47114
477	8923	47079
478	8938	47041
479	8954	47009
480	8978	47020
481	9002	47031
482	9022	47016
483	9039	46992
484	9056	46961
485	9073	46933
486	9089	46905
487	9105	46872
488	9121	46837
489	9138	46809
490	9155	46782
491	9176	46776
492	9194	46755
493	9211	46728
494	9227	46698
495	9244	46671
496	9268	46675
497	9286	46655
498	9304	46634
499	9324	46621
500	9340	46590
501	9359	46571
502	9376	46545
503	9393	46518
504	9409	46490
505	9495	46802
506	9840	48389
507	10039	49248
508	10067	49270
509	10094	49284
510	10117	49281
511	10139	49270
512	10160	49259
513	10195	49309
514	10236	49392
515	10260	49392
516	10289	49415
517	10315	49426
518	10336	49413
519	10356	49390
520	10383	49406
521	10411	49426
522	10435	49425
523	10460	49429
524	10484	49428
525	10521	49485
526	10540	49460
527	10564	49460
528	10584	49438
529	10605	49426
530	10623	49394
531	10647	49397
532	10679	49429
533	10706	49440
534	10739	49481
535	10768	49502
536	10790	49491
537	10811	49474
538	10829	49446
539	10846	49411
540	10865	49388
541	10901	49439
542	10921	49419
543	10941	49398
544	10961	49375
545	10981	49355
546	10998	49323
547	11018	49303
548	11041	49292
549	11058	49259
550	11077	49233
551	11098	49219
552	11125	49230
553	11151	49233
554	11176	49236
555	11203	49245
556	11225	49236
557	11247	49221
558	11268	49207
559	11295	49216
560	11314	49191
561	11333	49166
562	11350	49130
563	11370	49112
564	11387	49077
565	11407	49055
566	11426	49032
567	11444	49000
568	11463	48978
569	11488	48978
570	11511	48970
571	11529	48940
572	11546	48904
573	11562	48866
574	11578	48831
575	11595	48797
576	11611	48759
577	11631	48739
578	11652	48722
579	11672	48702
580	11691	48678
581	11712	48660
582	11728	48624
583	11745	48592
584	11765	48572
585	11785	48551
586	11811	48552
587	11832	48539
588	11851	48511
589	11871	48494
590	11891	48472
591	11913	48459
592	11934	48443
593	11964	48460
594	11995	48486
595	12018	48476
596	12070	48584
597	12104	48619
598	12123	48594
599	12140	48561
600	12160	48540
601	12178	48510
602	12195	48478
603	12216	48462
604	12241	48460
605	12262	48444
606	12284	48431
607	12306	48415
608	12324	48385
609	12343	48362
610	12368	48359
611	12389	48344
612	12413	48338
613	12431	48307
614	12470	48359
615	12516	48440
616	12533	48408
617	12551	48376
618	12571	48355
619	12588	48325
620	12606	48293
621	12623	48260
622	12640	48226
623	12657	48194
624	12678	48179
625	12702	48170
626	12722	48150
627	12759	48192
628	12787	48200
629	12818	48222
630	12852	48252
631	12903	48345
632	12926	48335
633	12975	48423
634	13002	48426
635	13031	48439
636	13053	48422
637	13073	48402
638	13097	48394
639	13127	48406
640	13147	48385
641	13166	48357
642	13189	48348
643	13209	48324
644	13231	48310
645	13252	48292
646	13271	48264
647	13291	48243
648	13309	48214
649	13326	48180
650	13353	48183
651	13398	48249
652	13420	48235
653	13445	48230
654	13468	48219
655	13487	48193
656	13507	48171
657	13535	48175
658	13560	48171
659	13583	48161
660	13606	48146
661	13626	48125
662	13648	48108
663	13669	48091
664	13690	48072
665	13712	48056
666	13735	48044
667	13758	48030
668	13788	48043
669	13809	48023
670	13827	47993
671	13845	47964
672	13862	47930
673	13886	47921
674	13906	47899
675	13930	47890
676	13948	47862
677	13968	47838
678	13986	47809
679	14006	47786
680	14022	47751
681	14040	47720
682	14063	47708
683	14078	47670
684	14095	47637
685	14110	47596
686	14128	47568
687	14144	47531
688	14161	47499
689	14179	47471
690	14196	47436
691	14213	47404
692	14229	47369
693	14248	47343
694	14263	47306
695	14292	47313
696	14312	47289
697	14327	47252
698	14342	47214
699	14360	47183
700	14377	47153
701	14393	47115
702	14408	47079
703	14427	47052
704	14443	47016
705	14458	46978
706	14471	46936
707	14486	46896
708	14503	46864
709	14520	46833
710	14536	46797
711	14556	46776
712	14571	46739
713	14587	46705
714	14602	46668
715	14619	46635
716	14635	46602
717	14653	46571
718	14669	46539
719	14686	46507
720	14711	46500
721	14730	46476
722	14749	46451
723	14769	46429
724	14787	46400
725	14805	46374
726	14826	46355
727	14845	46332
728	14862	46300
729	14878	46266
730	14894	46231
731	14909	46194
732	14926	46163
733	14942	46130
734	14958	46097
735	14978	46075
736	14999	46056
737	15018	46031
738	15037	46008
739	15061	45998
740	15083	45984
741	15102	45959
742	15120	45931
743	15135	45896
744	15149	45856
745	15164	45820
746	15195	45829
747	15209	45790
748	15223	45753
749	15237	45713
750	15251	45674
751	15267	45640
752	15281	45599
753	15295	45561
754	15313	45534
755	15331	45508
756	15348	45478
757	15363	45442
758	15379	45408
759	15393	45369
760	15408	45335
761	15423	45298
762	15440	45269
763	15456	45237
764	15470	45199
765	15484	45159
766	15498	45122
767	15512	45083
768	15530	45055
769	15544	45018
770	15561	44989
771	15575	44949
772	15589	44912
773	15603	44874
774	15618	44839
775	15635	44812
776	15652	44782
777	15668	44750
778	15683	44714
779	15698	44679
780	15714	44647
781	15728	44610
782	15742	44572
783	15756	44536
784	15770	44499
785	15784	44461
786	15798	44425
787	15814	44392
788	15831	44364
789	15847	44331
790	15863	44301
791	15878	44268
792	15894	44235
793	15910	44206
794	15925	44169
795	15940	44136
796	15956	44104
797	15971	44071
798	15985	44035
799	16001	44003
800	16015	43968
801	16032	43938
802	16048	43909
803	16066	43882
804	16082	43850
805	16096	43815
806	16110	43780
807	16124	43744
808	16140	43711
809	16154	43676
810	16170	43646
811	16187	43618
812	16202	43584
813	16216	43549
814	16231	43515
815	16246	43483
816	16261	43450
817	16275	43413
818	16289	43378
819	16303	43344
820	16319	43312
821	16333	43276
822	16349	43248
823	16365	43217
824	16379	43182
825	16392	43144
826	16406	43110
827	16420	43074
828	16434	43039
829	16448	43003
830	16464	42974
831	16478	42940
832	16494	42910
833	16510	42878
834	16525	42847
835	16540	42814
836	16554	42780
837	16569	42747
838	16584	42716
839	16600	42687
840	16617	42661
841	16632	42628
842	16647	42595
843	16662	42563
844	16675	42528
845	16692	42500
846	16707	42470
847	16723	42438
848	16737	42404
849	16766	42410
850	16783	42383
851	16798	42351
852	16814	42321
853	16832	42298
854	16849	42271
855	16867	42246
856	16882	42217
857	16898	42186
858	16915	42160
859	16930	42128
860	16946	42100
861	16961	42070
862	16980	42046
863	16997	42020
864	17013	41993
865	17029	41965
866	17047	41939
867	17065	41915
868	17079	41883
869	17094	41851
870	17109	41820
871	17124	41790
872	17141	41764
873	17156	41734
874	17172	41704
875	17189	41679
876	17206	41651
877	17221	41622
878	17237	41594
879	17265	41594
880	17292	41592
881	17314	41578
882	17333	41557
883	17353	41537
884	17371	41515
885	17388	41489
886	17406	41465
887	17463	41534
888	17531	41630
889	17550	41608
890	17586	41628
891	17607	41610
892	17632	41602
893	17652	41584
894	17683	41591
895	17700	41563
896	17715	41532
897	17734	41511
898	17748	41480
899	17763	41447
900	17778	41417
901	17793	41385
902	17807	41353
903	17823	41324
904	17837	41293
905	17853	41264
906	17871	41240
907	17884	41205
908	17897	41170
909	17911	41138
910	17926	41107
911	17941	41075
912	17955	41044
913	17972	41017
914	17987	40988
915	18002	40957
916	18017	40927
917	18031	40895
918	18060	40897
919	18076	40869
920	18091	40838
921	18105	40807
922	18119	40774
923	18134	40743
924	18147	40709
925	18163	40681
926	18177	40648
927	18189	40612
928	18203	40581
929	18217	40549
930	18234	40523
931	18248	40490
932	18264	40463
933	18279	40433
934	18300	40417
935	18316	40389
936	18330	40358
937	18347	40332
938	18361	40300
939	18374	40267
940	18388	40234
941	18401	40202
942	18415	40169
943	18429	40138
944	18443	40107
945	18457	40075
946	18469	40040
947	18483	40008
948	18498	39978
949	18513	39949
950	18528	39920
951	18546	39899
952	18560	39867
953	18575	39838
954	18591	39811
955	18606	39782
956	18635	39782
957	18663	39782
958	18683	39764
959	18703	39744
960	18719	39717
961	18734	39689
962	18748	39658
963	18764	39631
964	18780	39603
965	18795	39575
966	18809	39545
967	18826	39519
968	18844	39496
969	18858	39467
970	18874	39440
971	18889	39412
972	18904	39381
973	18918	39352
974	18933	39324
975	18949	39296
976	18974	39288
977	18993	39269
978	19014	39252
979	19030	39226
980	19046	39199
981	19064	39178
982	19082	39155
983	19099	39131
984	19120	39115
985	19140	39096
986	19160	39078
987	19177	39054
988	19195	39030
989	19217	39016
990	19232	38989
991	19253	38972
992	19272	38953
993	19292	38934
994	19309	38909
995	19327	38886
996	19344	38863
997	19360	38837
998	19382	38824
999	19398	38796
1000	19413	38769
1001	19432	38749
1002	19452	38731
1003	19469	38705
1004	19487	38684
1005	19507	38666
1006	19525	38643
1007	19549	38633
1008	19570	38617
1009	19594	38607
1010	19614	38589
1011	19633	38569
1012	19651	38545
1013	19670	38525
1014	19687	38502
1015	19707	38484
1016	19727	38466
1017	19764	38480
1018	19792	38478
1019	19816	38467
1020	19834	38445
1021	19851	38420
1022	19868	38396
1023	19886	38375
1024	19902	38348
1025	19917	38320
1026	19932	38293
1027	19954	38278
1028	19972	38255
1029	19992	38238
1030	20028	38250
1031	20049	38233
1032	20070	38217
1033	20092	38203
1034	20112	38184
1035	20133	38167
1036	20150	38144
1037	20167	38120
1038	20185	38097
1039	20202	38073
1040	20220	38052
1041	20236	38025
1042	20273	38038
1043	20289	38013
1044	20313	38001
1045	20334	37985
1046	20353	37966
1047	20380	37960
1048	20399	37939
1049	20420	37923
1050	20437	37900
1051	20457	37881
1052	20486	37879
1053	20517	37882
1054	20537	37862
1055	20555	37840
1056	20579	37828
1057	20597	37808
1058	20614	37782
1059	20630	37758
1060	20648	37736
1061	20667	37715
1062	20684	37691
1063	20702	37668
1064	20716	37639
1065	20731	37613
1066	20748	37587
1067	20767	37567
1068	20789	37553
1069	20807	37531
1070	20822	37504
1071	20840	37482
1072	20862	37467
1073	20878	37441
1074	20895	37417
1075	20916	37400
1076	20932	37374
1077	20949	37351
1078	20965	37326
1079	21003	37338
1080	21048	37365
1081	21081	37369
1082	21098	37346
1083	21118	37327
1084	21140	37312
1085	21156	37287
1086	21173	37262
1087	21191	37240
1088	21206	37213
1089	21220	37185
1090	21234	37155
1091	21248	37126
1092	21262	37097
1093	21277	37069
1094	21292	37043
1095	21308	37017
1096	21324	36991
1097	21341	36969
1098	21361	36949
1099	21374	36920
1100	21390	36894
1101	21407	36870
1102	21423	36845
1103	21442	36825
1104	21458	36799
1105	21475	36775
1106	21490	36749
1107	21515	36739
1108	21531	36714
1109	21546	36686
1110	21561	36660
1111	21576	36634
1112	21591	36606
1113	21605	36577
1114	21618	36548
1115	21633	36520
1116	21647	36491
1117	21664	36469
1118	21679	36441
1119	21707	36438
1120	21722	36410
1121	21741	36390
1122	21758	36368
1123	21774	36342
1124	21790	36317
1125	21812	36302
1126	21830	36280
1127	21847	36258
1128	21865	36235
1129	21881	36210
1130	21900	36190
1131	21917	36167
1132	21935	36145
1133	21950	36120
1134	21969	36099
1135	21986	36076
1136	22005	36056
1137	22024	36037
1138	22041	36013
1139	22058	35989
1140	22077	35969
1141	22094	35947
1142	22116	35931
1143	22148	35932
1144	22163	35907
1145	22183	35887
1146	22200	35866
1147	22221	35849
1148	22240	35828
1149	22259	35808
1150	22275	35784
1151	22295	35766
1152	22312	35742
1153	22331	35722
1154	22349	35700
1155	22367	35680
1156	22384	35656
1157	22403	35636
1158	22421	35615
1159	22439	35593
1160	22461	35579
1161	22479	35556
1162	22502	35543
1163	22523	35526
1164	22543	35508
1165	22564	35492
1166	22582	35470
1167	22598	35446
1168	22617	35425
1169	22631	35398
1170	22648	35374
1171	22662	35347
1172	22680	35325
1173	22695	35299
1174	22713	35277
1175	22738	35267
1176	22761	35254
1177	22789	35248
1178	22815	35239
1179	22833	35217
1180	22851	35195
1181	22866	35169
1182	22880	35142
1183	22895	35116
1184	22911	35091
1185	22924	35063
1186	22938	35035
1187	22953	35010
1188	22969	34985
1189	22982	34957
1190	22997	34930
1191	23011	34903
1192	23027	34878
1193	23047	34860
1194	23063	34837
1195	23079	34811
1196	23097	34790
1197	23113	34766
1198	23132	34746
1199	23148	34722
1200	23163	34696
1201	23177	34670
1202	23195	34648
1203	23211	34624
1204	23228	34601
1205	23242	34575
1206	23259	34552
1207	23274	34526
1208	23289	34500
1209	23302	34472
1210	23316	34445
1211	23330	34418
1212	23348	34397
1213	23369	34380
1214	23390	34363
1215	23415	34352
1216	23435	34334
1217	23451	34310
1218	23467	34286
1219	23481	34259
1220	23496	34234
1221	23511	34209
1222	23526	34183
1223	23541	34158
1224	23555	34131
1225	23569	34104
1226	23584	34078
1227	23597	34051
1228	23611	34024
1229	23626	33998
1230	23644	33978
1231	23661	33955
1232	23676	33930
1233	23695	33911
1234	23715	33893
1235	23736	33876
1236	23757	33860
1237	23776	33840
1238	23792	33816
1239	23810	33794
1240	23827	33773
1241	23846	33753
1242	23861	33728
1243	23880	33708
1244	23896	33685
1245	23912	33661
1246	23931	33642
1247	23949	33621
1248	23967	33600
1249	23987	33582
1250	24007	33564
1251	24030	33551
1252	24047	33528
1253	24070	33514
1254	24091	33497
1255	24110	33477
1256	24130	33460
1257	24148	33438
1258	24167	33419
1259	24185	33399
1260	24203	33378
1261	24225	33362
1262	24242	33340
1263	24267	33328
1264	24288	33312
1265	24310	33296
1266	24332	33281
1267	24355	33267
1268	24372	33246
1269	24391	33225
1270	24408	33203
1271	24429	33187
1272	24448	33167
1273	24464	33144
1274	24489	33133
1275	24508	33112
1276	24524	33089
1277	24541	33067
1278	24561	33049
1279	24582	33032
1280	24606	33019
1281	24631	33008
1282	24656	32996
1283	24682	32986
1284	24700	32966
1285	24720	32947
1286	24744	32934
1287	24763	32915
1288	24780	32892
1289	24796	32869
1290	24814	32849
1291	24831	32826
1292	24846	32801
1293	24862	32778
1294	24885	32764
1295	24905	32746
1296	24925	32727
1297	24947	32711
1298	24971	32699
1299	24990	32680
1300	25010	32661
1301	25031	32644
1302	25052	32628
1303	25075	32613
1304	25102	32604
1305	25125	32590
1306	25152	32581
1307	25177	32568
1308	25202	32556
1309	25219	32535
1310	25239	32516
1311	25257	32496
1312	25279	32479
1313	25295	32456
1314	25316	32439
1315	25334	32419
1316	25362	32411
1317	25385	32396
1318	25405	32377
1319	25422	32355
1320	25438	32332
1321	25455	32309
1322	25471	32286
1323	25487	32263
1324	25506	32243
1325	25523	32221
1326	25540	32200
1327	25557	32177
1328	25576	32158
1329	25595	32138
1330	25611	32115
1331	25629	32095
1332	25643	32069
1333	25658	32044
1334	25673	32019
1335	25685	31992
1336	25699	31965
1337	25713	31939
1338	25728	31915
1339	25751	31900
1340	25768	31879
1341	25782	31853
1342	25796	31827
1343	25812	31805
1344	25832	31786
1345	25849	31764
1346	25863	31739
1347	25882	31719
1348	25899	31697
1349	25913	31672
1350	25927	31646
1351	25940	31619
1352	25956	31596
1353	25973	31575
1354	25996	31560
1355	26014	31539
1356	26030	31516
1357	26046	31493
1358	26060	31468
1359	26074	31442
1360	26089	31418
1361	26105	31395
1362	26118	31369
1363	26134	31346
1364	26148	31320
1365	26163	31297
1366	26178	31273
1367	26194	31249
1368	26209	31225
1369	26223	31200
1370	26238	31175
1371	26252	31150
1372	26265	31124
1373	26279	31098
1374	26294	31075
1375	26310	31052
1376	26323	31026
1377	26337	31001
1378	26353	30978
1379	26367	30953
1380	26381	30928
1381	26395	30903
1382	26409	30877
1383	26422	30851
1384	26438	30828
1385	26453	30804
1386	26466	30779
1387	26482	30755
1388	26501	30736
1389	26516	30713
1390	26531	30689
1391	26547	30666
1392	26564	30645
1393	26579	30621
1394	26597	30601
1395	26612	30578
1396	26628	30554
1397	26645	30533
1398	26661	30510
1399	26678	30489
1400	26692	30464
1401	26708	30442
1402	26724	30419
1403	26738	30395
1404	26754	30372
1405	26771	30351
1406	26793	30335
1407	26815	30320
1408	26829	30295
1409	26846	30273
1410	26859	30248
1411	26876	30226
1412	26893	30204
1413	26926	30201
1414	26939	30175
1415	26953	30150
1416	26967	30126
1417	26982	30103
1418	26998	30080
1419	27014	30058
1420	27033	30038
1421	27051	30019
1422	27071	30001
1423	27088	29980
1424	27111	29965
1425	27127	29943
1426	27145	29923
1427	27162	29901
1428	27178	29879
1429	27191	29853
1430	27208	29832
1431	27222	29808
1432	27237	29784
1433	27254	29762
1434	27269	29739
1435	27285	29717
1436	27303	29697
1437	27318	29674
1438	27338	29656
1439	27353	29633
1440	27370	29611
1441	27385	29588
1442	27399	29564
1443	27413	29539
1444	27428	29516
1445	27442	29492
1446	27456	29468
1447	27471	29444
1448	27486	29421
1449	27503	29400
1450	27519	29377
1451	27535	29356
1452	27552	29335
1453	27568	29312
1454	27583	29289
1455	27596	29264
1456	27610	29240
1457	27625	29216
1458	27638	29192
1459	27652	29167
1460	27664	29141
1461	27677	29116
1462	27691	29092
1463	27708	29071
1464	27726	29051
1465	27743	29030
1466	27759	29008
1467	27771	28982
1468	27785	28957
1469	27800	28935
1470	27813	28909
1471	27825	28884
1472	27838	28858
1473	27851	28834
1474	27864	28808
1475	27881	28788
1476	27895	28764
1477	27912	28743
1478	27927	28720
1479	27941	28696
1480	27954	28671
1481	27966	28645
1482	27979	28620
1483	27992	28595
1484	28005	28570
1485	28018	28546
1486	28032	28522
1487	28045	28497
1488	28059	28473
1489	28072	28448
1490	28085	28424
1491	28097	28398
1492	28110	28373
1493	28124	28350
1494	28137	28326
1495	28151	28301
1496	28165	28278
1497	28178	28253
1498	28190	28228
1499	28203	28203
1500	28218	28181
1501	28231	28156
1502	28243	28130
1503	28255	28105
1504	28270	28082
1505	28284	28058
1506	28298	28035
1507	28313	28012
1508	28326	27988
1509	28340	27964
1510	28355	27943
1511	28372	27922
1512	28389	27901
1513	28402	27877
1514	28415	27853
1515	28428	27828
1516	28441	27804
1517	28456	27781
1518	28470	27757
1519	28484	27735
1520	28499	27712
1521	28513	27689
1522	28527	27665
1523	28539	27640
1524	28553	27617
1525	28566	27593
1526	28582	27571
1527	28595	27547
1528	28610	27525
1529	28624	27502
1530	28640	27480
1531	28653	27456
1532	28668	27434
1533	28683	27412
1534	28698	27390
1535	28711	27365
1536	28723	27341
1537	28736	27316
1538	28752	27294
1539	28766	27272
1540	28779	27248
1541	28797	27228
1542	28812	27206
1543	28825	27182
1544	28840	27160
1545	28855	27138
1546	28872	27117
1547	28886	27095
1548	28906	27077
1549	28921	27055
1550	28937	27034
1551	28952	27012
1552	28968	26991
1553	28983	26969
1554	28999	26947
1555	29013	26925
1556	29027	26902
1557	29045	26882
1558	29059	26859
1559	29073	26837
1560	29087	26813
1561	29100	26790
1562	29115	26768
1563	29129	26745
1564	29143	26722
1565	29157	26699
1566	29171	26676
1567	29183	26652
1568	29196	26628
1569	29209	26605
1570	29224	26583
1571	29240	26562
1572	29253	26538
1573	29265	26514
1574	29277	26489
1575	29291	26466
1576	29306	26444
1577	29318	26420
1578	29331	26396
1579	29344	26373
1580	29358	26349
1581	29370	26326
1582	29383	26302
1583	29396	26278
1584	29408	26254
1585	29421	26230
1586	29437	26209
1587	29452	26188
1588	29468	26167
1589	29486	26148
1590	29501	26126
1591	29515	26103
1592	29530	26082
1593	29547	26062
1594	29563	26041
1595	29578	26019
1596	29591	25996
1597	29606	25974
1598	29620	25952
1599	29634	25930
1600	29648	25907
1601	29664	25887
1602	29680	25866
1603	29693	25843
1604	29709	25822
1605	29724	25800
1606	29742	25781
1607	29758	25760
1608	29774	25740
1609	29789	25719
1610	29807	25699
1611	29822	25678
1612	29836	25656
1613	29850	25634
1614	29866	25612
1615	29880	25590
1616	29895	25568
1617	29908	25546
1618	29922	25523
1619	29940	25504
1620	29955	25483
1621	29970	25461
1622	29984	25440
1623	30001	25419
1624	30014	25397
1625	30029	25375
1626	30044	25354
1627	30060	25333
1628	30077	25313
1629	30098	25297
1630	30115	25277
1631	30132	25258
1632	30147	25236
1633	30162	25215
1634	30177	25194
1635	30192	25172
1636	30207	25151
1637	30221	25129
1638	30236	25108
1639	30251	25086
1640	30265	25064
1641	30278	25041
1642	30290	25017
1643	30304	24995
1644	30317	24972
1645	30334	24952
1646	30349	24931
1647	30366	24912
1648	30383	24892
1649	30396	24869
1650	30409	24846
1651	30421	24823
1652	30434	24800
1653	30446	24777
1654	30459	24754
1655	30475	24733
1656	30488	24710
1657	30503	24689
1658	30516	24666
1659	30529	24644
1660	30547	24625
1661	30560	24602
1662	30573	24580
1663	30586	24557
1664	30598	24533
1665	30611	24511
1666	30628	24491
1667	30641	24469
1668	30654	24446
