iter	MultiClass
163	0.4520467461
164	0.4512635916
165	0.4506689344
166	0.449941345
167	0.4492023825
168	0.4482331899
169	0.4475478755
170	0.446766688
171	0.4458498947
172	0.4450964257
173	0.4444325234
174	0.443651056
175	0.4431162544
176	0.4424439725
177	0.441978899
178	0.4413163877
179	0.4408794448
180	0.4400930989
181	0.4395436934
182	0.4388530749
183	0.4384593709
184	0.43798436
185	0.4372373772
186	0.4367857523
187	0.4362020411
188	0.4355260696
189	0.4350309659
190	0.4344138102
191	0.4338629751
192	0.4331362687
193	0.4325562114
194	0.4316578713
195	0.4312709564
196	0.4305755918
197	0.4299878692
198	0.4295125976
199	0.4288825879
200	0.4282989097
201	0.4275899246
202	0.4271904209
203	0.4265343383
204	0.42582355
205	0.4253617933
206	0.4249811675
207	0.4244782256
208	0.4240574811
209	0.4236936496
210	0.4235148761
211	0.423017384
212	0.4227076256
213	0.4220346103
214	0.4216383121
215	0.4212339445
216	0.4205379997
217	0.4199866482
218	0.4195178972
219	0.4188249998
220	0.4183711704
221	0.4178845619
222	0.417500895
223	0.4170635544
224	0.4164492238
225	0.4161696157
226	0.4157960738
227	0.4156044566
228	0.4151821019
229	0.4147251043
230	0.4142917223
231	0.4139052475
232	0.4134736085
233	0.4130407304
234	0.4127542209
235	0.4122833933
236	0.4116005667
237	0.4112118102
238	0.4107955357
239	0.4106694976
240	0.4101313813
241	0.4097455438
242	0.4094006358
243	0.4085385248
244	0.4080144906
245	0.4074948565
246	0.4069825091
247	0.406285523
248	0.4057505017
249	0.4050862979
250	0.4044725228
251	0.404047595
252	0.4037209454
253	0.4032957187
254	0.4029606853
255	0.4022741076
256	0.4018114549
257	0.4013520432
258	0.4010437051
259	0.4007392301
260	0.4001580036
261	0.399605407
262	0.3991050107
263	0.3985864425
264	0.398161197
265	0.3973945588
266	0.3969013232
267	0.3966364922
268	0.3961209991
269	0.395975336
270	0.3955019744
271	0.3952732588
272	0.3948625731
273	0.3945712446
274	0.39426335
275	0.3938448941
276	0.3933967899
277	0.3927736621
278	0.3924075111
279	0.3920263541
280	0.3918965341
281	0.3913845744
282	0.3910483914
283	0.3907632761
284	0.3904834183
285	0.3901756829
286	0.389401427
287	0.3890474934
288	0.3889347414
289	0.3885754083
290	0.3882537063
291	0.3880136456
292	0.3876219541
293	0.3873099827
294	0.3869978593
295	0.3867198148
296	0.3864191798
297	0.38624879
298	0.3858190376
299	0.3852114772
300	0.3847251998
301	0.384363543
302	0.3839967295
303	0.3836551414
304	0.3833637787
305	0.3831341281
306	0.3827854563
307	0.3826420752
308	0.3824402738
309	0.382062191
310	0.3816612124
311	0.3812948427
312	0.3811655592
313	0.3808182603
314	0.3804665334
315	0.3801764582
316	0.3799880034
317	0.379742672
318	0.3795228498
319	0.3792901465
320	0.3789997071
321	0.378878675
322	0.3783279905
323	0.3780412954
324	0.3778160599
325	0.3775715895
326	0.3772618579
327	0.3769377504
328	0.3767592294
329	0.3763874941
330	0.3761896513
331	0.375889707
332	0.3756218786
333	0.3752173925
334	0.3750960497
335	0.3747207966
336	0.3744484926
337	0.3742976196
338	0.3739497815
339	0.3736264896
340	0.3729099016
341	0.3725705888
342	0.3721745461
343	0.3719421276
344	0.3715380166
345	0.3713125535
346	0.3711016939
347	0.3709096709
348	0.3706089081
349	0.370312259
350	0.3700347292
351	0.3699048699
352	0.3697720752
353	0.369615066
354	0.3692228727
355	0.3689045681
356	0.368670155
357	0.3683729959
358	0.3679439965
359	0.3675855381
360	0.3671989563
361	0.3669592949
362	0.3666331623
363	0.3665590079
364	0.3662652659
365	0.3661173731
366	0.3658311888
367	0.3657262482
368	0.3654045571
369	0.3651566915
370	0.3649270676
371	0.3646178529
372	0.3645012102
373	0.3643914974
374	0.3641381119
375	0.3638611781
376	0.3636773669
377	0.3635310518
378	0.363246312
379	0.3630294429
380	0.362781335
381	0.362496166
382	0.3623117357
383	0.3619295461
384	0.3613545984
385	0.3610574084
386	0.36090782
387	0.3605607354
388	0.3603790214
389	0.3602532634
390	0.3600339778
391	0.3597529375
392	0.3594520207
393	0.3593590802
394	0.3591223182
395	0.3589581663
396	0.3586726128
397	0.3585349971
398	0.3581466008
399	0.3579174669
400	0.3574651179
401	0.3573461073
402	0.357017686
403	0.356923828
404	0.3567204758
405	0.3565603683
406	0.3562988667
407	0.3560538161
408	0.3556545129
409	0.355494492
410	0.3548951823
411	0.3546886576
412	0.3542525356
413	0.3539412927
414	0.353569576
415	0.3532689939
416	0.3530513985
417	0.352923027
418	0.3527862636
419	0.3524752434
420	0.3522085171
421	0.3517598863
422	0.3515146048
423	0.351345003
424	0.3508040993
425	0.3506796235
426	0.3503880297
427	0.3501926175
428	0.3499346244
429	0.3498573173
430	0.3496220351
431	0.3493277855
432	0.349018217
433	0.3487849278
434	0.3484803367
435	0.3482251484
436	0.3479874663
437	0.3478567257
438	0.3477642835
439	0.3475991301
440	0.3473787932
441	0.3472813057
442	0.3471016496
443	0.3469355875
444	0.3466744904
445	0.3463640021
446	0.3461743887
447	0.3460053193
448	0.3458659256
449	0.3457773961
450	0.3457467055
451	0.3455399064
452	0.34533038
453	0.3450941965
454	0.3448521381
455	0.3447004706
456	0.3444203733
457	0.3441941986
458	0.3440312404
459	0.3438876784
460	0.343685382
461	0.3435501088
462	0.3433387879
463	0.3431302428
464	0.3429190259
465	0.3427756169
466	0.3426416908
467	0.3424243429
468	0.3421638171
469	0.3420597472
470	0.3418411331
471	0.3415669017
472	0.3414353915
473	0.3412948286
474	0.3410709796
475	0.3408059231
476	0.3406873802
477	0.3405466745
478	0.3405265318
479	0.3402126772
480	0.3399051608
481	0.3396818909
482	0.3394256764
483	0.33914356
484	0.339056115
485	0.3389003576
486	0.3386788128
487	0.3384065709
488	0.3382795183
489	0.33808107
490	0.3379734856
491	0.3377475019
492	0.337643818
493	0.3375109249
494	0.3372723005
495	0.337169596
496	0.336936834
497	0.3367360766
498	0.3366453465
499	0.3364909319
500	0.3363450143
501	0.3361406659
502	0.3359881063
503	0.3358334516
504	0.3355954267
505	0.335381506
506	0.3351234859
507	0.334931124
508	0.3347360606
509	0.3346850054
510	0.3345303457
511	0.3344118628
512	0.3342437711
513	0.3340355341
514	0.3339085853
515	0.3336800513
516	0.3336307975
517	0.333566902
518	0.3333176405
519	0.3331873384
520	0.3329475283
521	0.3327775909
522	0.3324938266
523	0.3321154663
524	0.331911094
525	0.3318237116
526	0.3314945508
527	0.3313943868
528	0.3312653165
529	0.3311087651
530	0.3308924393
531	0.3307782117
532	0.3306351799
533	0.330384424
534	0.3302119727
535	0.330069831
536	0.329782643
537	0.3294619992
538	0.3293687455
539	0.3291658022
540	0.32907385
541	0.3289720644
542	0.3288267467
543	0.3286648264
544	0.3285877193
545	0.3282899377
546	0.3281166685
547	0.3279816268
548	0.32783273
549	0.3275761343
550	0.3274053439
551	0.3272854663
552	0.3269815899
553	0.3268628969
554	0.3264386211
555	0.3262601209
556	0.3262210975
557	0.3260433368
558	0.3258825909
559	0.3257332864
560	0.3255750653
561	0.3254336477
562	0.3252089528
563	0.3250227285
564	0.3248421473
565	0.3245645617
566	0.3243592711
567	0.3242853214
568	0.3241753075
569	0.3240207546
570	0.3239693027
571	0.3238546448
572	0.3237123348
573	0.3235265404
574	0.3234242919
575	0.3230850712
576	0.3229431817
577	0.3227434247
578	0.3224651635
579	0.3222279752
580	0.3221014544
581	0.3217209284
582	0.3216552628
583	0.3215315692
584	0.3214657179
585	0.3212641581
586	0.3209814348
587	0.3208471413
588	0.3206157135
589	0.3205073792
590	0.3203698894
591	0.320170601
592	0.3199894295
593	0.3198646566
594	0.319828513
595	0.3196532992
596	0.3195351787
597	0.319317279
598	0.3192410872
599	0.3190500116
600	0.3188854875
601	0.3186658821
602	0.3185467014
603	0.3183678678
604	0.3181124914
605	0.3179837271
606	0.317902474
607	0.3177305125
608	0.3175632389
609	0.3174641693
610	0.3173992136
611	0.3172706672
612	0.3171616138
613	0.3170900889
614	0.3169114122
615	0.3167171815
616	0.3165952834
617	0.3163449115
618	0.3161640696
619	0.3160326671
620	0.3158620205
621	0.3157328584
622	0.3156221644
623	0.3155753846
624	0.3153096365
625	0.3152783207
626	0.3150459001
627	0.3148165125
628	0.3146461671
629	0.3144255173
630	0.3143699779
631	0.3141790793
632	0.3139966302
633	0.3139070845
634	0.3138385856
635	0.3136836118
636	0.3134017339
637	0.3132364158
638	0.3130999955
639	0.3129787531
640	0.312904685
641	0.3126388716
642	0.3124475608
643	0.312270912
644	0.3122073506
645	0.3121180041
646	0.3120242958
647	0.3118896838
648	0.3116941894
649	0.3115361041
650	0.311335935
651	0.311105124
652	0.3109471801
653	0.3107830289
654	0.3102823629
655	0.3101690784
656	0.3100729765
657	0.309985895
658	0.3098777982
659	0.3097914536
660	0.3095849908
661	0.3094053966
662	0.3092056451
663	0.3091034471
664	0.3088361146
665	0.3086175083
666	0.3084768154
667	0.3082635506
668	0.308100422
669	0.3079622966
670	0.3078296498
671	0.3076776853
672	0.3075483181
673	0.3075212406
674	0.3073220739
675	0.3072615104
676	0.3071878789
677	0.3070336921
678	0.3069075413
679	0.3067724756
680	0.3066314665
681	0.3065371356
682	0.3064850669
683	0.3063265733
684	0.3061981266
685	0.3061675249
686	0.30600446
687	0.3058237027
688	0.3056790868
689	0.3055359325
690	0.3053503286
691	0.3051545647
692	0.305116687
693	0.3049587118
694	0.3048819119
695	0.3047601046
696	0.3047379671
697	0.3046632721
698	0.304530112
699	0.3045039422
700	0.3043953237
701	0.3042379292
702	0.3040981607
703	0.3038961364
704	0.3038265324
705	0.3036034525
706	0.3035227999
707	0.3034480686
708	0.303384251
709	0.3033163454
710	0.3032283628
711	0.3030753783
712	0.3029401777
713	0.3027932268
714	0.3027528286
715	0.3025650081
716	0.3024596413
717	0.3022337794
718	0.301994962
719	0.3018373059
720	0.3016993073
721	0.3014431482
722	0.3013057976
723	0.3012264723
724	0.3010433168
725	0.3010273052
726	0.3009088588
727	0.3008216684
728	0.3008035933
729	0.300640257
730	0.300462829
731	0.3003398598
732	0.3002164314
733	0.3002042715
734	0.3000315013
735	0.2999491809
736	0.299855003
737	0.299620155
738	0.2994993629
739	0.2993274408
740	0.2992045576
741	0.2990385696
742	0.2989542416
743	0.2988127969
744	0.2986571407
745	0.2984888961
746	0.2984629979
747	0.2982552076
748	0.2981507426
749	0.2980339087
750	0.2978821478
751	0.2977718532
752	0.2976899155
753	0.2975843399
754	0.297456686
755	0.2972963344
756	0.2971958668
757	0.2971249083
758	0.2969511567
759	0.2968030125
760	0.2966526672
761	0.2965174259
762	0.2962706458
763	0.2960591006
764	0.2959954832
765	0.295881625
766	0.2956917802
767	0.2955757524
768	0.2954033705
769	0.2953824927
770	0.2952501305
771	0.2951513413
772	0.2949873488
773	0.2948719474
774	0.2948174621
775	0.2947624689
776	0.2946789063
777	0.2946170179
778	0.2944997242
779	0.2943866488
780	0.2940760582
781	0.2938580347
782	0.293811447
783	0.2937811213
784	0.2936085019
785	0.2935087058
786	0.2933875989
787	0.29327444
788	0.2931200279
789	0.2930477144
790	0.2928539221
791	0.2926250794
792	0.2923778503
793	0.2921877054
794	0.2920480906
795	0.291998087
796	0.2919340572
797	0.2918655821
798	0.2917801219
799	0.2916091359
800	0.2914763574
801	0.2914243788
802	0.2913921131
803	0.291315261
804	0.2912698655
805	0.2912332229
806	0.2909609097
807	0.2908140852
808	0.2907009017
809	0.2906625758
810	0.2904808612
811	0.2904454151
812	0.2903474131
813	0.2902247015
814	0.2900921739
815	0.2899915063
816	0.2899009522
817	0.2896647057
818	0.2895134483
819	0.2893652933
820	0.2892990637
821	0.289282247
822	0.2891132773
823	0.2890426163
824	0.2887430707
825	0.2885604768
826	0.288478782
827	0.2882918072
828	0.2882652347
829	0.2882167696
830	0.288034735
831	0.2878698296
832	0.287749675
833	0.2876211279
834	0.287515804
835	0.2874341596
836	0.2872491502
837	0.2871119755
838	0.2869379678
839	0.2868480349
840	0.2867856782
841	0.2867523051
842	0.2865812108
843	0.2864773153
844	0.2863976482
845	0.2862374532
846	0.2861328119
847	0.286025773
848	0.2858908686
849	0.2858645369
850	0.2857365137
851	0.285604933
852	0.2855252531
853	0.2855058247
854	0.2853659684
855	0.2852314137
856	0.2851772558
857	0.285109753
858	0.284976131
859	0.2847584241
860	0.2846341016
861	0.2844894004
862	0.2842721251
863	0.2841236549
864	0.2840088901
865	0.2839555043
866	0.2839229302
867	0.2837381096
868	0.2837142085
869	0.2835824591
870	0.2835081204
871	0.2834280026
872	0.2833844448
873	0.2832560817
874	0.2830726144
875	0.2830427335
876	0.2829986298
877	0.282951853
878	0.2828749235
879	0.282761956
880	0.2826178305
881	0.28252495
882	0.2824095075
883	0.2822139603
884	0.2821472805
885	0.2820957315
886	0.2820436732
887	0.2819276301
888	0.2819073229
889	0.2818793043
890	0.2817714905
891	0.281682635
892	0.2816162599
893	0.2815878331
894	0.2815087237
895	0.2814413569
896	0.281307187
897	0.281044048
898	0.2808958178
899	0.2808773682
900	0.2808188203
901	0.280672838
902	0.2806221264
903	0.2805659625
904	0.2803967159
905	0.2802506874
906	0.2800703927
907	0.2799804971
908	0.2798632729
909	0.2797433976
910	0.2796585434
911	0.2795528787
912	0.2794763772
913	0.2793590981
914	0.2792770404
915	0.2792646647
916	0.2791813085
917	0.2790665129
918	0.2790335415
919	0.2789108792
920	0.2787642452
921	0.2787544291
922	0.2786439226
923	0.2785134037
924	0.2784673267
925	0.2783557589
926	0.278286393
927	0.2782107437
928	0.2781680535
929	0.2780451919
930	0.2778322296
931	0.277765817
932	0.2775745971
933	0.2774875404
934	0.2774779063
935	0.2773373098
936	0.2772302977
937	0.27710682
938	0.2770478981
939	0.2769607853
940	0.2768063415
941	0.2767977653
942	0.2766913947
943	0.2764174653
944	0.2763305848
945	0.2762244602
946	0.2761519156
947	0.2759724157
948	0.2759279332
949	0.2758308083
950	0.2756348346
951	0.2755055055
952	0.2754659439
953	0.2754016099
954	0.2753771914
955	0.2752615051
956	0.2751941501
957	0.2750518655
958	0.27501018
959	0.2749404568
960	0.2748612679
961	0.2747645809
962	0.2746273511
963	0.2745488553
964	0.2744536717
965	0.2742781217
966	0.2742599972
967	0.2741352248
968	0.2740872652
969	0.2740535761
970	0.2740029375
971	0.2738596167
972	0.2737843628
973	0.2736420128
974	0.2735291249
975	0.2734584509
976	0.2733729293
977	0.2732782341
978	0.273209443
979	0.2730993369
980	0.2729502202
981	0.2729071785
982	0.2728454711
983	0.2727531163
984	0.2727161923
985	0.2725859699
986	0.2725274245
987	0.2724084051
988	0.272346938
989	0.2722574835
990	0.2721459748
991	0.272066425
992	0.2719910791
993	0.2718361302
994	0.2716794982
995	0.2715263785
996	0.2714386039
997	0.2713865099
998	0.271375053
999	0.2712244625
1000	0.271146986
1001	0.271119473
1002	0.2709170123
1003	0.2707595222
1004	0.2706882148
1005	0.2705004656
1006	0.2704448649
1007	0.2703890197
1008	0.2702708316
1009	0.2701889421
1010	0.2701114972
1011	0.2700361388
1012	0.2698605801
1013	0.2698088576
1014	0.2697589426
1015	0.269639559
1016	0.2696004096
1017	0.2694873902
1018	0.2693891506
1019	0.269289177
1020	0.2692824344
1021	0.2691998344
1022	0.2691155739
1023	0.2690322599
1024	0.2689344443
1025	0.2689019813
1026	0.2687372136
1027	0.2686876443
1028	0.2686208392
1029	0.2686062347
1030	0.2684815826
1031	0.2684046887
1032	0.2683896528
1033	0.2682738892
1034	0.2682083693
1035	0.2681596031
1036	0.2680997109
1037	0.2680375591
1038	0.2679504488
1039	0.2678687779
1040	0.2678192788
1041	0.2677190829
1042	0.2676620648
1043	0.2675671754
1044	0.2675048767
1045	0.2672868165
1046	0.2672268862
1047	0.2671522852
1048	0.267011071
1049	0.2669292169
1050	0.266811377
1051	0.2666978099
1052	0.2666678438
1053	0.266627206
1054	0.2664946418
1055	0.2663757165
1056	0.2663544036
1057	0.2662391567
1058	0.2661083747
1059	0.266051093
1060	0.2659986896
1061	0.265937907
1062	0.2659134802
1063	0.2658295394
1064	0.2657401226
1065	0.2657173815
1066	0.2655903951
1067	0.2654897083
1068	0.2653441026
1069	0.2652726239
1070	0.2652290881
1071	0.2650909992
1072	0.2649655751
1073	0.2648462515
1074	0.264693848
1075	0.2646619106
1076	0.2646535467
1077	0.2644850047
1078	0.2643191812
1079	0.2642603442
1080	0.2641559683
1081	0.2640492459
1082	0.2638777853
1083	0.263779409
1084	0.2636835072
1085	0.2634573799
1086	0.2633267628
1087	0.2632582069
1088	0.2630601142
1089	0.2629422009
1090	0.2628324701
1091	0.2627849438
1092	0.2626637229
1093	0.2625534266
1094	0.2625226266
1095	0.2624249274
1096	0.2622355677
1097	0.2621495273
1098	0.262020912
1099	0.2620031903
1100	0.2619329239
1101	0.2618242478
1102	0.2616899239
1103	0.2616187594
1104	0.2615867935
1105	0.2615150287
1106	0.2614445023
1107	0.2613251264
1108	0.2612465813
1109	0.2611315633
1110	0.2610949899
1111	0.2608076679
1112	0.2607007735
1113	0.2606432669
1114	0.2605637739
1115	0.2605175891
1116	0.2604639734
1117	0.260292418
1118	0.2602277447
1119	0.2600290517
1120	0.2599645088
1121	0.2598381646
1122	0.2597690736
1123	0.2597448579
1124	0.2595991981
1125	0.2595479047
1126	0.2594142268
1127	0.2593225761
1128	0.2592779305
1129	0.2592116498
1130	0.2590470544
1131	0.2590285469
1132	0.2589218501
1133	0.258816697
1134	0.2588014439
1135	0.2587429032
1136	0.2586753257
1137	0.2585932393
1138	0.2585349996
1139	0.2584593489
1140	0.2583304839
1141	0.2582628292
1142	0.2582018802
1143	0.2581253333
1144	0.2580049968
1145	0.2579477079
1146	0.2578191742
1147	0.2577878919
1148	0.2577194348
1149	0.2576480552
1150	0.2574856322
1151	0.2574557469
1152	0.25728964
1153	0.2572051394
1154	0.2570576172
1155	0.2570044277
1156	0.2569533763
1157	0.2568283555
1158	0.2567007049
1159	0.2566274822
1160	0.2565009751
1161	0.2564048964
1162	0.2561928665
1163	0.2561480629
1164	0.2561096606
1165	0.256011897
1166	0.2559324199
1167	0.2558023813
1168	0.255716911
1169	0.2556215019
1170	0.2554965017
1171	0.25532453
1172	0.2552771636
1173	0.2552259646
1174	0.2551599893
1175	0.255022198
1176	0.2549438973
1177	0.254898422
1178	0.2548283638
1179	0.2547199927
1180	0.254678685
1181	0.2546740301
1182	0.2545956033
1183	0.2545103601
1184	0.2544053466
1185	0.2543434404
1186	0.2543022755
1187	0.2541930145
1188	0.2541368845
1189	0.2540646982
1190	0.253975352
1191	0.2538551592
1192	0.253807612
1193	0.2536878768
1194	0.2535811165
1195	0.2535027013
1196	0.253403593
1197	0.2532867561
1198	0.2532398966
1199	0.2531800316
1200	0.2530768656
1201	0.2530203992
1202	0.2529845536
1203	0.2528933352
1204	0.2527201537
1205	0.2526275865
1206	0.252550238
1207	0.2525176703
1208	0.2524610993
1209	0.2524085218
1210	0.2523785927
1211	0.2523098747
1212	0.2521984334
1213	0.2521232103
1214	0.252019378
1215	0.25196601
1216	0.251865457
1217	0.2517815005
1218	0.2517540068
1219	0.2517103459
1220	0.2516395478
1221	0.2515833332
1222	0.2515340349
1223	0.2514783855
1224	0.2513413517
1225	0.2511610123
1226	0.251048231
1227	0.2509710707
1228	0.2508233605
1229	0.2507691439
1230	0.2506602445
1231	0.2505696939
1232	0.2504481943
1233	0.2504206411
1234	0.2503652954
1235	0.2502929307
1236	0.2502211945
1237	0.2501489157
1238	0.2500728769
1239	0.2499895504
1240	0.2499337501
1241	0.2498447332
1242	0.2497503574
1243	0.2497448391
1244	0.2496108123
1245	0.249497845
1246	0.249411481
1247	0.2493611807
1248	0.2492702685
1249	0.2491636866
1250	0.2491117289
1251	0.249025262
1252	0.2489792688
1253	0.2489055823
1254	0.2488044962
1255	0.2487331621
1256	0.2486775264
1257	0.248651813
1258	0.2485885626
1259	0.2484475241
1260	0.248413872
1261	0.2483182367
1262	0.2482377788
1263	0.2481389688
1264	0.2480374861
1265	0.2479490655
1266	0.2479200246
1267	0.2477839807
1268	0.24767133
1269	0.2475945172
1270	0.2475736548
1271	0.2475178382
1272	0.2474290788
1273	0.2473888097
1274	0.2472865615
1275	0.2471871355
1276	0.2471747894
1277	0.2471005474
1278	0.2470036671
1279	0.2468968774
1280	0.2467630241
1281	0.2466318453
1282	0.2465958809
1283	0.2465504776
1284	0.2464904169
1285	0.2464466562
1286	0.2463761115
1287	0.2462820053
1288	0.2462027458
1289	0.2461137018
1290	0.2459928491
1291	0.2459550294
1292	0.2458922755
1293	0.2457826561
1294	0.2457357452
1295	0.245637524
1296	0.2456043653
1297	0.2455641364
1298	0.2455117118
1299	0.2454533046
1300	0.2453783881
1301	0.2453559036
1302	0.2452949636
1303	0.2451726927
1304	0.2450648037
1305	0.2448910194
1306	0.2447404134
1307	0.244692057
1308	0.2446071767
1309	0.2445080346
1310	0.2444535891
1311	0.2443717416
1312	0.2442414709
1313	0.2441478525
1314	0.2440688481
1315	0.2440286238
1316	0.2439937565
1317	0.2439016927
1318	0.2438135142
1319	0.243750712
1320	0.2437257223
1321	0.243691078
1322	0.2435766607
1323	0.2435427071
1324	0.2434318274
1325	0.2433802955
1326	0.2432629589
1327	0.2431941478
1328	0.2430764487
1329	0.2430253734
1330	0.2429514589
1331	0.2428933365
1332	0.2427795736
1333	0.2426393976
1334	0.2426232979
1335	0.2425389078
1336	0.2424573334
1337	0.2424330912
1338	0.2423779799
1339	0.2423462365
1340	0.2421937842
1341	0.2420696617
1342	0.2420378377
1343	0.2419404797
1344	0.2418588178
1345	0.2417737392
1346	0.2417160446
1347	0.2417050458
1348	0.2416257707
1349	0.2415273567
1350	0.2415019469
1351	0.2414364852
1352	0.2413892217
1353	0.2413039936
1354	0.2412236143
1355	0.241066366
1356	0.2409526094
1357	0.2409102704
1358	0.2408450406
1359	0.2406522702
1360	0.2406081317
1361	0.2405077383
1362	0.2403695837
1363	0.2402444284
1364	0.2401578182
1365	0.2401410872
1366	0.2400877996
1367	0.2400307703
1368	0.2399368987
1369	0.2398304229
1370	0.2397215885
1371	0.2396438935
1372	0.2395983428
1373	0.2395189421
1374	0.2394252209
1375	0.2392838475
1376	0.2391609161
1377	0.2389722743
1378	0.2388358742
1379	0.2387770995
1380	0.2387111302
1381	0.2386541091
1382	0.2386111063
1383	0.238584313
1384	0.2385333743
1385	0.2384521941
1386	0.2383658048
1387	0.2383285766
1388	0.238277174
1389	0.2382192149
1390	0.2381461853
1391	0.2380798703
1392	0.2380741648
1393	0.2380170177
1394	0.2379539853
1395	0.2378811886
1396	0.2378442418
1397	0.2377968545
1398	0.2377501228
1399	0.2376460324
1400	0.237547538
1401	0.2374404347
1402	0.2373633183
1403	0.23729037
1404	0.2372418119
1405	0.2371342691
1406	0.2370767482
1407	0.2370266588
1408	0.2369288623
1409	0.236860048
1410	0.2367846557
1411	0.2367190735
1412	0.2366383938
1413	0.2365777786
1414	0.236520689
1415	0.2363884842
1416	0.2362776426
1417	0.2361850532
1418	0.2360398857
1419	0.2359795846
1420	0.2359254843
1421	0.2358852115
1422	0.2358600812
1423	0.2358463776
1424	0.2357157825
1425	0.2356640381
1426	0.2355939112
1427	0.2355473851
1428	0.2354850863
1429	0.2353268381
1430	0.2352658522
1431	0.2352331476
1432	0.2351809176
1433	0.2350952811
1434	0.2350631453
1435	0.2348750133
1436	0.2347691621
1437	0.234613138
1438	0.2345816457
1439	0.2345410869
1440	0.2345010926
1441	0.2344170401
1442	0.234349738
1443	0.234293812
1444	0.2342142854
1445	0.2341527077
1446	0.2341154771
1447	0.2340511293
1448	0.2340062777
1449	0.2339100702
1450	0.2338624573
1451	0.2337878887
1452	0.233747548
1453	0.2337201289
1454	0.2336247473
1455	0.2335528461
1456	0.2334836234
1457	0.2333716629
1458	0.2332481003
1459	0.2331982273
1460	0.2331028586
1461	0.2330665176
1462	0.2330147429
1463	0.2329899806
1464	0.2329547275
1465	0.2328673797
1466	0.2328328228
1467	0.2327478188
1468	0.2326601739
1469	0.2326405245
1470	0.2325681354
1471	0.232500422
1472	0.2324751481
1473	0.2324430344
1474	0.2324087474
1475	0.2323571492
1476	0.2323120747
1477	0.2321920748
1478	0.2321011019
1479	0.232061074
1480	0.2319628781
1481	0.2319345359
1482	0.231868308
1483	0.2318168711
1484	0.2317195134
1485	0.2316801459
1486	0.23162377
1487	0.2316099218
1488	0.2315744178
1489	0.2314645544
1490	0.2314478789
1491	0.2313946569
1492	0.2313534858
1493	0.2313291995
1494	0.2312998873
1495	0.231109522
1496	0.2310574986
1497	0.2309786669
1498	0.2308972525
1499	0.2308417543
1500	0.2307789229
1501	0.2307583222
1502	0.2306898075
1503	0.230661298
1504	0.2305817628
1505	0.2305403493
1506	0.2304952611
1507	0.2304782386
1508	0.2303833371
1509	0.2303580981
1510	0.2303321337
1511	0.2302661766
1512	0.2302267534
1513	0.2301676005
1514	0.2300618515
